pid,qid,query,cost,time
181,input-1,select a.name as employee from employee as a join employee as b on a.managerid = b.id where a.salary > b.salary,673960.04,10702.3445
181,LR-1,select employee167.name as employee from employee as employee167 inner join employee as employee168 on employee167.managerid = employee168.id and employee167.salary > employee168.salary,673960.04,9976.336
181,input-4,select a.name as employee from employee as a join employee as b on (a.managerid = b.id and a.salary > b.salary),673960.04,10055.263500000001
181,LR-4,select a.name as employee from employee as a join employee as b on (a.managerid = b.id and a.salary > b.salary),673960.04,9951.674500000001
181,input-11,select e.name as employee from employee as e join employee as b on e.managerid = b.id where e.salary > b.salary,673960.04,11305.6695
181,LR-11,select employee1025.name as employee from employee as employee1025 inner join employee as employee1026 on employee1025.managerid = employee1026.id and employee1025.salary > employee1026.salary,673960.04,9965.4545
181,input-12,select e.name as employee from employee as e join employee as m on e.managerid = m.id where e.salary > m.salary,673960.04,10049.437
181,LR-12,select employee1111.name as employee from employee as employee1111 inner join employee as employee1112 on employee1111.managerid = employee1112.id and employee1111.salary > employee1112.salary,673960.04,9871.6615
181,input-19,select e1.name as employee from employee as e1 join employee as e2 on (e1.managerid = e2.id and e1.salary > e2.salary),673960.04,9778.392
181,LR-19,select e1.name as employee from employee as e1 join employee as e2 on (e1.managerid = e2.id and e1.salary > e2.salary),673960.04,9905.571
181,input-22,select e1.name as employee from employee as e1 join employee as e2 on e1.managerid = e2.id where e1.salary > e2.salary,673960.04,10417.200499999999
181,LR-22,select employee2007.name as employee from employee as employee2007 inner join employee as employee2008 on employee2007.managerid = employee2008.id and employee2007.salary > employee2008.salary,673960.04,9847.5045
181,input-26,select e1.name as employee from employee as e1 join employee as e2 on (e2.id = e1.managerid and e1.salary > e2.salary),673960.04,10146.8915
181,LR-26,select e1.name as employee from employee as e1 join employee as e2 on (e2.id = e1.managerid and e1.salary > e2.salary),673960.04,9752.831999999999
181,input-28,select e1.name as employee from employee as e1 left outer join employee as e2 on e1.managerid = e2.id where e1.salary > e2.salary,673960.04,9868.2395
181,WT-28,select e1.name as employee from employee as e1 inner join employee as e2 on e1.managerid = e2.id where e1.salary > e2.salary,673960.04,10722.1655
181,LR-28,select employee2519.name as employee from employee as employee2519 inner join employee as employee2520 on employee2519.managerid = employee2520.id and employee2519.salary > employee2520.salary,673960.04,10035.789499999999
181,input-29,select e1.name as employee from employee as e1 right outer join employee as e2 on e1.managerid = e2.id where e1.salary > e2.salary,673960.04,10073.207
181,WT-29,select e1.name as employee from employee as e2 inner join employee as e1 on e1.managerid = e2.id where e1.salary > e2.salary,673960.04,9946.7945
181,LR-29,select cast(employee2605.name as varchar) as employee from employee as employee2605 inner join employee as employee2606 on employee2605.managerid = employee2606.id and employee2605.salary > employee2606.salary,673960.04,9897.9695
181,input-31,select e2.name as employee from employee as e1 join employee as e2 on (e2.managerid = e1.id and e2.salary > e1.salary),673960.04,9876.4875
181,LR-31,select e2.name as employee from employee as e1 join employee as e2 on (e2.managerid = e1.id and e2.salary > e1.salary),673960.04,10944.755000000001
181,input-33,select e2.name as employee from employee as e1 join employee as e2 on e2.managerid = e1.id where e1.salary < e2.salary,673960.04,10865.8315
181,LR-33,select employee2948.name as employee from employee as employee2947 inner join employee as employee2948 on employee2947.id = employee2948.managerid and employee2947.salary < employee2948.salary,673960.04,10057.499
181,input-35,select emp1.name as employee from employee as emp1 join employee as emp2 on emp1.managerid = emp2.id where emp1.salary > emp2.salary,673960.04,9860.367999999999
181,LR-35,select employee3119.name as employee from employee as employee3119 inner join employee as employee3120 on employee3119.managerid = employee3120.id and employee3119.salary > employee3120.salary,673960.04,10031.098
181,input-37,"select employee from (select e1.id, e1.name as employee, e1.salary, e2.name as managername, e2.salary as managersalary from employee as e1 left outer join employee as e2 on e1.managerid = e2.id) as new_tab where salary > managersalary",673960.04,9888.922999999999
181,WT-37,select e1.name as employee from employee as e1 left join employee as e2 on e1.managerid = e2.id where e1.salary > e2.salary,673960.04,9878.172999999999
181,LR-37,select employee3291.name as employee from employee as employee3291 inner join employee as employee3292 on employee3291.managerid = employee3292.id and employee3291.salary > employee3292.salary,673960.04,9827.2765
181,input-38,select employee.name as employee from employee join employee as managers on employee.managerid = managers.id where employee.salary > managers.salary,673960.04,9813.415
181,LR-38,select employee3377.name as employee from employee as employee3377 inner join employee as employee3378 on employee3377.managerid = employee3378.id and employee3377.salary > employee3378.salary,673960.04,9972.145
181,input-39,select employee.name as employee from employee join employee as manager on employee.managerid = manager.id where employee.salary > manager.salary,673960.04,10274.049500000001
181,LR-39,select employee3463.name as employee from employee as employee3463 inner join employee as employee3464 on employee3463.managerid = employee3464.id and employee3463.salary > employee3464.salary,673960.04,10406.21
181,input-40,select employee.name as employee from employee join employee as manager on manager.id = employee.managerid where employee.salary > manager.salary,673960.04,9979.7775
181,LR-40,select employee3549.name as employee from employee as employee3549 inner join employee as employee3550 on employee3549.managerid = employee3550.id and employee3549.salary > employee3550.salary,673960.04,10249.3905
181,input-42,select employee.name as employee from employee join employee as e on employee.managerid = e.id where employee.salary > e.salary,673960.04,9951.996
181,LR-42,select employee3721.name as employee from employee as employee3721 inner join employee as employee3722 on employee3721.managerid = employee3722.id and employee3721.salary > employee3722.salary,673960.04,10479.4
181,input-45,"select employee_name as employee from (select a.name as employee_name, a.salary as employee_salary, b.salary as manager_salary from employee as a left outer join employee as b on a.managerid = b.id) as sub where employee_salary > manager_salary",673960.04,9929.208999999999
181,WT-45,select a.name as employee from employee as a left join employee as b on a.managerid = b.id where a.salary > b.salary,673960.04,9826.6175
181,LR-45,select employee3979.name as employee from employee as employee3979 inner join employee as employee3980 on employee3979.managerid = employee3980.id and employee3979.salary > employee3980.salary,673960.04,9899.957
181,input-50,"select name as employee from employee join (select id, salary as m_sal from employee) as t2 on employee.managerid = t2.id where m_sal < salary",673960.04,11859.6315
181,LR-50,"select employee4443.name as employee from employee as employee4443 inner join (select id as id, salary as m_sal from employee) as t3984 on employee4443.managerid = t3984.id and employee4443.salary > t3984.m_sal",673960.04,9983.192
181,input-54,"select name as employee from employee as e1 left outer join (select id, salary as m_salary from employee) as e2 on e1.managerid = e2.id where salary > m_salary",673960.04,10075.443
181,WT-54,"select e1.name as employee from employee as e1 inner join (select employee.id as id, employee.salary as m_salary from employee as employee) as e2 on e1.managerid = e2.id where e1.salary > e2.m_salary",673960.04,10372.9575
181,LR-54,"select employee4907.name as employee from employee as employee4907 inner join (select id as id, salary as m_salary from employee) as t4727 on employee4907.managerid = t4727.id and employee4907.salary > t4727.m_salary",673960.04,10641.923999999999
181,input-56,"select name as employee from employee as a left outer join (select id, salary as msalary from employee) as b on a.managerid = b.id where a.salary > b.msalary",673960.04,9830.447
181,WT-56,"select a.name as employee from employee as a inner join (select employee.id as id, employee.salary as msalary from employee as employee) as b on a.managerid = b.id where a.salary > b.msalary",673960.04,10161.9035
181,LR-56,"select employee4993.name as employee from employee as employee4993 inner join (select id as id, salary as msalary from employee) as t4837 on employee4993.managerid = t4837.id and employee4993.salary > t4837.msalary",673960.04,11369.855
181,input-66,select t1.name as employee from employee as t1 join employee as t2 on t1.managerid = t2.id where t1.salary > t2.salary,673960.04,9860.552
181,LR-66,select employee5543.name as employee from employee as employee5543 inner join employee as employee5544 on employee5543.managerid = employee5544.id and employee5543.salary > employee5544.salary,673960.04,9961.2165
181,input-67,select x.name as employee from employee as x join employee as y on x.managerid = y.id where x.salary > y.salary,673960.04,9890.4105
181,LR-67,select employee5629.name as employee from employee as employee5629 inner join employee as employee5630 on employee5629.managerid = employee5630.id and employee5629.salary > employee5630.salary,673960.04,10317.124
181,input-73,select a.name as employee from employee as a join employee as b on (a.salary > b.salary and a.managerid = b.id),673960.04,10324.421999999999
181,LR-73,select a.name as employee from employee as a join employee as b on (a.salary > b.salary and a.managerid = b.id),673960.04,10299.997
181,input-82,select a.name as employee from employee as a left outer join employee as b on a.managerid = b.id where a.salary > b.salary,673960.04,9956.457
181,WT-82,select a.name as employee from employee as a inner join employee as b on a.managerid = b.id where a.salary > b.salary,673960.04,9937.2235
181,LR-82,select employee6829.name as employee from employee as employee6829 inner join employee as employee6830 on employee6829.managerid = employee6830.id and employee6829.salary > employee6830.salary,673960.04,10759.798999999999
181,input-121,select b.name as employee from employee as a left outer join employee as b on a.id = b.managerid where a.salary < b.salary,673960.04,10098.9305
181,WT-121,select b.name as employee from employee as a inner join employee as b on a.id = b.managerid where a.salary < b.salary,673960.04,9886.185000000001
181,LR-121,select cast(employee10084.name as varchar) as employee from employee as employee10083 inner join employee as employee10084 on employee10083.id = employee10084.managerid and employee10083.salary < employee10084.salary,673960.04,9890.163499999999
181,input-131,select e.name as employee from employee as e left outer join employee as m on e.managerid = m.id where e.salary > m.salary,673960.04,10078.731500000002
181,WT-131,select e.name as employee from employee as e inner join employee as m on e.managerid = m.id where e.salary > m.salary,673960.04,9917.2145
181,LR-131,select employee10943.name as employee from employee as employee10943 inner join employee as employee10944 on employee10943.managerid = employee10944.id and employee10943.salary > employee10944.salary,673960.04,10088.7055
181,input-139,select e.name as employee from employee as e join employee as e2 on e.managerid = e2.id where e.salary > e2.salary,673960.04,10986.683
181,LR-139,select employee11671.name as employee from employee as employee11671 inner join employee as employee11672 on employee11671.managerid = employee11672.id and employee11671.salary > employee11672.salary,673960.04,10247.982499999998
181,input-140,select e.name as employee from employee as e join employee as m on m.id = e.managerid where m.salary < e.salary,673960.04,10169.4905
181,LR-140,select employee11757.name as employee from employee as employee11757 inner join employee as employee11758 on employee11757.managerid = employee11758.id and employee11757.salary > employee11758.salary,673960.04,9971.3165
181,input-147,select e.name as employee from employee as e left outer join employee as e2 on e2.id = e.managerid where e.salary > e2.salary,673960.04,9962.427500000002
181,WT-147,select e.name as employee from employee as e inner join employee as e2 on e2.id = e.managerid where e.salary > e2.salary,673960.04,9889.3745
181,LR-147,select employee12399.name as employee from employee as employee12399 inner join employee as employee12400 on employee12399.managerid = employee12400.id and employee12399.salary > employee12400.salary,673960.04,9890.887999999999
181,input-149,select e1.name as employee from employee as e1 join employee as e2 on e2.id = e1.managerid where e1.salary > e2.salary,673960.04,9917.0395
181,LR-149,select employee12571.name as employee from employee as employee12571 inner join employee as employee12572 on employee12571.managerid = employee12572.id and employee12571.salary > employee12572.salary,673960.04,10130.3305
181,input-166,"select e1.name as employee from employee as e1 left outer join (select id, salary, managerid from employee) as e2 on e2.id = e1.managerid where e1.salary > e2.salary",673960.04,9824.4545
181,WT-166,"select e1.name as employee from employee as e1 inner join (select employee.id as id, employee.salary as salary, employee.managerid as managerid from employee as employee) as e2 on e2.id = e1.managerid where e1.salary > e2.salary",673960.04,10012.703
181,LR-166,"select employee14105.name as employee from employee as employee14105 inner join (select id as id, salary as salary, managerid as managerid from employee) as t12764 on employee14105.managerid = t12764.id and employee14105.salary > t12764.salary",673960.04,10160.202000000001
181,input-169,select e1.name as employee from employee as e1 left outer join employee as e2 on e2.id = e1.managerid where e1.salary > e2.salary,673960.04,10042.3635
181,WT-169,select e1.name as employee from employee as e1 inner join employee as e2 on e2.id = e1.managerid where e1.salary > e2.salary,673960.04,10026.416
181,LR-169,select employee14363.name as employee from employee as employee14363 inner join employee as employee14364 on employee14363.managerid = employee14364.id and employee14363.salary > employee14364.salary,673960.04,11206.387999999999
181,input-173,select e1.name as employee from employee as e1 join employee as e2 on e1.managerid = e2.id where (e1.managerid = e2.id and e1.salary > e2.salary),673960.04,10678.958
181,LR-173,select employee14745.name as employee from employee as employee14745 inner join employee as employee14746 on employee14745.managerid = employee14746.id where employee14745.managerid = employee14746.id and employee14745.salary > employee14746.salary,673960.04,10907.2965
181,input-196,select emp.name as employee from employee as emp join employee as man on emp.managerid = man.id where emp.salary > man.salary,673960.04,9909.587
181,LR-196,select employee16627.name as employee from employee as employee16627 inner join employee as employee16628 on employee16627.managerid = employee16628.id and employee16627.salary > employee16628.salary,673960.04,10320.154999999999
181,input-200,select emp.name as employee from employee as emp join employee as mgr on emp.managerid = mgr.id where emp.salary > mgr.salary,673960.04,9951.664499999999
181,LR-200,select employee16971.name as employee from employee as employee16971 inner join employee as employee16972 on employee16971.managerid = employee16972.id and employee16971.salary > employee16972.salary,673960.04,9810.787499999999
181,input-204,select employee.name as employee from employee as employee join employee as manager on (employee.managerid = manager.id and employee.salary > manager.salary),673960.04,9798.172
181,LR-204,select employee.name as employee from employee as employee join employee as manager on (employee.managerid = manager.id and employee.salary > manager.salary),673960.04,9986.5085
181,input-206,select f.name as employee from employee as e join employee as f on e.id = f.managerid where f.salary > e.salary,673960.04,9868.389500000001
181,LR-206,select employee17486.name as employee from employee as employee17485 inner join employee as employee17486 on employee17485.id = employee17486.managerid and employee17485.salary < employee17486.salary,673960.04,9847.5275
181,input-207,select f1.name as employee from employee as f1 join employee as f2 on f1.managerid = f2.id where f1.salary > f2.salary,673960.04,9879.539
181,LR-207,select employee17571.name as employee from employee as employee17571 inner join employee as employee17572 on employee17571.managerid = employee17572.id and employee17571.salary > employee17572.salary,673960.04,11048.841
181,input-212,select t1.name as employee from employee as t1 join employee as t2 on (t1.managerid = t2.id and t1.salary > t2.salary),673960.04,10058.9665
181,LR-212,select t1.name as employee from employee as t1 join employee as t2 on (t1.managerid = t2.id and t1.salary > t2.salary),673960.04,10052.0465
181,input-214,select t1.name as employee from employee as t1 left outer join employee as t2 on t1.managerid = t2.id where t1.salary > t2.salary,673960.04,10544.512999999999
181,WT-214,select t1.name as employee from employee as t1 inner join employee as t2 on t1.managerid = t2.id where t1.salary > t2.salary,673960.04,9921.2715
181,LR-214,select employee18249.name as employee from employee as employee18249 inner join employee as employee18250 on employee18249.managerid = employee18250.id and employee18249.salary > employee18250.salary,673960.04,10079.096000000001
181,input-219,select te.name as employee from employee as te join employee as tm on te.managerid = tm.id where tm.salary < te.salary,673960.04,9880.081999999999
181,LR-219,select employee18679.name as employee from employee as employee18679 inner join employee as employee18680 on employee18679.managerid = employee18680.id and employee18679.salary > employee18680.salary,673960.04,9876.128
181,input-226,"select employee from (select e.name as employee, e.salary as salary, a.name as manager, a.salary as managersalary from employee as e join employee as a on e.managerid = a.id) as x where salary > managersalary",673960.04,10266.955999999998
181,WT-226,select e.name as employee from employee as e inner join employee as a on e.managerid = a.id where e.salary > a.salary,673960.04,9890.437
181,LR-226,select employee19235.name as employee from employee as employee19235 inner join employee as employee19236 on employee19235.managerid = employee19236.id and employee19235.salary > employee19236.salary,673960.04,9876.898
181,input-239,select b.name as employee from employee as a join employee as b on b.managerid = a.id where b.salary > a.salary,673960.04,9809.0455
181,LR-239,select employee20430.name as employee from employee as employee20429 inner join employee as employee20430 on employee20429.id = employee20430.managerid and employee20429.salary < employee20430.salary,673960.04,10221.1725
181,input-242,select e.name as employee from employee as e join employee as f on (e.managerid = f.id and e.salary > f.salary),673960.04,10084.999
181,LR-242,select e.name as employee from employee as e join employee as f on (e.managerid = f.id and e.salary > f.salary),673960.04,9953.652
181,input-245,select e.name as employee from employee as e join employee as f on e.managerid = f.id where e.salary > f.salary,673960.04,10444.7905
181,LR-245,select employee20983.name as employee from employee as employee20983 inner join employee as employee20984 on employee20983.managerid = employee20984.id and employee20983.salary > employee20984.salary,673960.04,10941.0085
181,input-261,select e.name as employee from employee as e join employee as f on (e.salary > f.salary and e.managerid = f.id),673960.04,9968.158
181,LR-261,select e.name as employee from employee as e join employee as f on (e.salary > f.salary and e.managerid = f.id),673960.04,10122.7955
181,input-264,select e.name as employee from employee as e join employee as m on (e.managerid = m.id and e.salary > m.salary),673960.04,9826.2495
181,LR-264,select e.name as employee from employee as e join employee as m on (e.managerid = m.id and e.salary > m.salary),673960.04,9778.5305
181,input-272,select e2.name as employee from employee as e1 left outer join employee as e2 on e1.id = e2.managerid where e2.salary > e1.salary,673960.04,10057.586
181,WT-272,select e2.name as employee from employee as e1 inner join employee as e2 on e1.id = e2.managerid where e2.salary > e1.salary,673960.04,10257.433
181,LR-272,select cast(employee23483.name as varchar) as employee from employee as employee23482 inner join employee as employee23483 on employee23482.id = employee23483.managerid and employee23482.salary < employee23483.salary,673960.04,9952.8675
181,input-273,"select employee from (select e.name as employee, e.salary as salary, m.name as manager_name, m.salary as manager_salary from employee as e left outer join employee as m on e.managerid = m.id) as temp where salary > manager_salary",673960.04,10241.515
181,WT-273,select e.name as employee from employee as e left join employee as m on e.managerid = m.id where e.salary > m.salary,673960.04,10012.806
181,LR-273,select employee23568.name as employee from employee as employee23568 inner join employee as employee23569 on employee23568.managerid = employee23569.id and employee23568.salary > employee23569.salary,673960.04,10012.0435
181,input-280,"select name as employee from employee join (select distinct e1.id as manid, e1.salary as mansalary from employee as e1 join employee as e2 on e1.id = e2.managerid) as manager on employee.managerid = manager.manid where employee.salary > manager.mansalary",3477926.0,25782.6965
181,SC-280,select t_employee_0.name as employee from employee as e1 inner join employee as t_employee_0 on e1.salary < t_employee_0.salary where t_employee_0.managerid = e1.id,673960.04,10098.859
181,LR-280,"select employee24262.name as employee from employee as employee24262 inner join (select t22176.id, t22176.salary from (select salary, id from employee group by salary, id) as t22176 inner join (select managerid from employee group by managerid) as t22177 on t22176.id = t22177.managerid) as t22179 on employee24262.managerid = t22179.id and employee24262.salary > t22179.salary",3002914.68,24322.427499999998
181,input-289,"select x.employeename as employee from (select e.name as employeename, e.salary as employeesalary, m.salary as managersalary from employee as e left outer join employee as m on e.managerid = m.id) as x where x.employeesalary > x.managersalary",673960.04,9942.1495
181,WT-289,select e.name as employee from employee as e left join employee as m on e.managerid = m.id where e.salary > m.salary,673960.04,10367.7665
181,LR-289,select employee25514.name as employee from employee as employee25514 inner join employee as employee25515 on employee25514.managerid = employee25515.id and employee25514.salary > employee25515.salary,673960.04,10041.92
